Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus_Weekend,Day_of_week_Monday,Day_of_week_Saturday,Day_of_week_Sunday,Day_of_week_Thursday,Day_of_week_Tuesday,Day_of_week_Wednesday,Load_Type_Maximum_Load,Load_Type_Medium_Load,Usage_kWh
0.0,13.64,0.0,100.0,31.33,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5
0.0,13.07,0.0,100.0,32.55,45900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5
0.0,13.1,0.0,100.0,32.49,46800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5
13.03,3.92,0.02,92.99,99.3,47700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.94
30.74,0.0,0.03,87.47,100.0,48600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.48
23.54,0.0,0.02,90.57,100.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.29
25.09,0.0,0.02,90.09,100.0,50400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.09
29.77,0.0,0.03,88.92,100.0,51300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.85
17.57,0.0,0.02,93.71,100.0,52200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.16
16.92,0.0,0.02,93.84,100.0,53100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.94
13.5,0.0,0.02,94.56,100.0,54000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.24
17.28,0.0,0.02,93.55,100.0,54900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.76
19.12,0.0,0.02,92.79,100.0,55800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.59
22.79,0.0,0.02,91.48,100.0,56700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.62
23.87,0.0,0.02,90.44,100.0,57600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.58
29.05,0.0,0.03,89.69,100.0,58500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.9
23.8,0.0,0.02,91.3,100.0,59400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.28
24.73,0.0,0.02,90.95,100.0,60300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.11
26.93,0.0,0.03,89.7,100.0,61200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.65
27.0,0.0,0.03,90.33,100.0,62100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.84
17.17,0.04,0.02,93.57,100.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.54
0.58,2.38,0.01,99.98,99.69,63900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.92
0.79,2.38,0.01,99.96,99.66,64800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.91
21.13,0.5,0.02,87.45,99.99,65700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.09
40.1,0.0,0.03,80.64,100.0,66600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.68
35.89,0.0,0.03,84.9,100.0,67500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.67
28.55,0.0,0.03,88.8,100.0,68400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.12
30.02,0.0,0.03,88.15,100.0,69300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.05
27.61,0.0,0.02,88.83,100.0,70200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.39
29.23,0.0,0.03,88.88,100.0,71100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.7
26.03,0.0,0.02,89.59,100.0,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.49
26.75,0.0,0.02,88.83,100.0,72900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.73
28.87,0.0,0.03,89.09,100.0,73800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.63
25.2,0.0,0.02,89.86,100.0,74700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.62
0.79,9.0,0.01,99.9,88.93,75600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.5
0.0,14.72,0.0,100.0,41.43,76500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.7
0.0,12.78,0.0,100.0,29.32,77400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.92
0.0,13.03,0.0,100.0,27.86,78300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.78
0.0,13.5,0.0,100.0,23.81,79200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.31
1.12,2.95,0.0,93.49,70.71,80100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.95
5.08,0.0,0.0,49.83,100.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.92
5.11,0.0,0.0,51.38,100.0,81900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.06
5.26,0.0,0.0,52.45,100.0,82800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.24
4.54,0.0,0.0,51.12,100.0,83700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
4.25,0.0,0.0,54.19,100.0,84600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
4.32,0.0,0.0,53.56,100.0,85500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
4.28,0.0,0.0,54.88,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81
4.25,0.0,0.0,53.62,100.0,900.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
4.28,0.0,0.0,53.92,100.0,1800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
4.43,0.0,0.0,52.6,100.0,2700.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
4.43,0.0,0.0,52.04,100.0,3600.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
4.61,0.0,0.0,52.05,100.0,4500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81
4.39,0.0,0.0,52.95,100.0,5400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
4.75,0.0,0.0,50.38,100.0,6300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77
4.82,0.0,0.0,50.36,100.0,7200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81
4.86,0.0,0.0,49.11,100.0,8100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
5.04,0.0,0.0,50.51,100.0,9000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95
4.57,0.0,0.0,59.46,100.0,9900.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
4.86,0.0,0.0,51.5,100.0,10800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92
4.97,0.0,0.0,49.22,100.0,11700.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81
5.22,0.0,0.0,53.55,100.0,12600.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31
5.33,0.0,0.0,49.3,100.0,13500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02
5.15,0.0,0.0,48.29,100.0,14400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84
5.08,0.0,0.0,47.87,100.0,15300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77
5.15,0.0,0.0,48.29,100.0,16200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84
5.18,0.0,0.0,47.68,100.0,17100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81
5.29,0.0,0.0,46.91,100.0,18000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81
5.33,0.0,0.0,46.64,100.0,18900.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81
5.18,0.0,0.0,46.76,100.0,19800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
5.33,0.0,0.0,45.72,100.0,20700.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
5.4,0.0,0.0,46.16,100.0,21600.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81
5.29,0.0,0.0,46.39,100.0,22500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77
5.44,0.0,0.0,45.38,100.0,23400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77
5.15,0.0,0.0,49.32,100.0,24300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92
4.86,0.0,0.0,55.94,100.0,25200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28
5.22,0.0,0.0,46.87,100.0,26100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77
5.04,0.0,0.0,51.4,100.0,27000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02
5.47,0.0,0.0,50.49,100.0,27900.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2
5.22,0.0,0.0,51.06,100.0,28800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
8.03,0.0,0.0,46.43,100.0,29700.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21
7.92,0.0,0.0,46.94,100.0,30600.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21
7.96,0.61,0.0,59.09,99.46,31500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83
0.0,16.63,0.0,100.0,32.02,32400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62
0.0,17.78,0.0,100.0,26.72,33300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93
0.0,18.32,0.0,100.0,24.2,34200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57
0.0,13.32,0.0,100.0,44.72,35100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66
0.0,18.76,0.0,100.0,22.98,36000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43
0.0,18.0,0.0,100.0,24.81,36900.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61
0.0,18.65,0.0,100.0,23.11,37800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43
0.0,18.29,0.0,100.0,24.24,38700.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57
0.0,17.75,0.0,100.0,26.05,39600.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79
0.11,8.14,0.0,99.97,49.84,40500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68
0.0,5.8,0.0,100.0,66.61,41400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18
0.0,6.01,0.0,100.0,67.11,42300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44
0.0,4.82,0.0,100.0,57.07,43200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35
0.0,8.5,0.0,100.0,38.63,44100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56
0.0,12.92,0.0,100.0,27.32,45000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67
0.0,12.96,0.0,100.0,25.79,45900.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46
0.0,13.14,0.0,100.0,24.91,46800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
0.0,16.09,0.0,100.0,25.54,47700.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25
0.0,17.96,0.0,100.0,24.66,48600.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57
0.0,18.47,0.0,100.0,25.1,49500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79
0.0,18.11,0.0,100.0,30.5,50400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
0.0,17.93,0.0,100.0,29.72,51300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58
0.0,18.4,0.0,100.0,28.69,52200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51
0.0,18.32,0.0,100.0,28.8,53100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51
0.0,18.22,0.0,100.0,29.28,54000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58
0.0,18.14,0.0,100.0,29.06,54900.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51
0.0,18.4,0.0,100.0,27.97,55800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36
0.0,17.17,0.0,100.0,34.78,56700.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37
0.0,18.47,0.0,100.0,34.73,57600.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84
0.0,16.99,0.0,100.0,38.7,58500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13
0.0,16.85,0.0,100.0,35.36,59400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37
0.0,13.64,0.0,100.0,26.44,60300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74
0.0,14.51,0.0,100.0,26.76,61200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03
0.0,14.0,0.0,100.0,25.36,62100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67
0.0,14.18,0.0,100.0,24.16,63000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53
0.0,14.04,0.0,100.0,23.67,63900.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42
0.0,13.75,0.0,100.0,24.14,64800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42
0.0,6.66,0.0,100.0,45.26,65700.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
0.0,4.54,0.0,100.0,60.61,66600.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46
0.0,9.4,0.0,100.0,34.54,67500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46
0.0,13.54,0.0,100.0,24.22,68400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
0.0,13.39,0.0,100.0,20.75,69300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84
0.0,13.43,0.0,100.0,20.48,70200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81
0.0,13.46,0.0,100.0,21.2,71100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92
0.0,13.54,0.0,100.0,20.8,72000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88
0.0,13.5,0.0,100.0,20.59,72900.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84
0.0,13.5,0.0,100.0,21.14,73800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92
0.0,13.21,0.0,100.0,25.06,74700.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42
0.0,13.32,0.0,100.0,24.12,75600.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31
0.0,13.36,0.0,100.0,21.07,76500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88
0.0,13.32,0.0,100.0,21.41,77400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92
0.0,13.28,0.0,100.0,21.19,78300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88
0.0,12.78,0.0,100.0,22.49,79200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95
1.22,2.7,0.0,92.08,72.95,80100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88
4.97,0.0,0.0,47.19,100.0,81000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66
4.03,0.0,0.0,53.62,100.0,81900.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56
3.82,0.0,0.0,55.07,100.0,82800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52
4.03,0.0,0.0,56.23,100.0,83700.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74
3.74,0.0,0.0,64.66,100.0,84600.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17
4.0,0.0,0.0,54.35,100.0,85500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59
4.0,0.0,0.0,53.91,100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56
4.18,0.0,0.0,52.23,100.0,900.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.56
4.57,0.0,0.0,49.88,100.0,1800.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.63
4.61,0.0,0.0,49.98,100.0,2700.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.66
4.36,0.0,0.0,51.07,100.0,3600.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.59
4.39,0.0,0.0,51.82,100.0,4500.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.66
4.28,0.0,0.0,52.35,100.0,5400.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.63
4.28,0.0,0.0,51.77,100.0,6300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.59
4.14,0.0,0.0,52.59,100.0,7200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.56
4.36,0.0,0.0,53.62,100.0,8100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.77
4.75,0.0,0.0,56.35,100.0,9000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.24
4.32,0.0,0.0,54.53,100.0,9900.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.81
4.18,0.0,0.0,52.23,100.0,10800.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.56
4.28,0.0,0.0,51.77,100.0,11700.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.59
4.21,0.0,0.0,52.4,100.0,12600.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.59
4.28,0.0,0.0,52.35,100.0,13500.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.63
3.96,0.0,0.0,61.64,100.0,14400.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.1
4.28,0.0,0.0,55.29,100.0,15300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.84
4.46,0.0,0.0,50.79,100.0,16200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.63
4.03,0.0,0.0,53.62,100.0,17100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.56
4.18,0.0,0.0,52.67,100.0,18000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.59
4.36,0.0,0.0,51.07,100.0,18900.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.59
4.75,0.0,0.0,47.87,100.0,19800.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.59
5.54,0.0,0.0,44.72,100.0,20700.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.77
5.69,0.0,0.0,43.77,100.0,21600.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.77
5.69,0.0,0.0,42.87,100.0,22500.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.7
5.58,0.0,0.0,43.56,100.0,23400.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.7
5.62,0.0,0.0,43.82,100.0,24300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.74
5.58,0.0,0.0,44.08,100.0,25200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.74
5.4,0.0,0.0,44.72,100.0,26100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.7
5.58,0.0,0.0,44.08,100.0,27000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.74
5.47,0.0,0.0,46.08,100.0,27900.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.84
7.7,0.0,0.0,51.37,100.0,28800.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.61
9.25,0.0,0.0,58.83,100.0,29700.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.73
9.32,0.0,0.0,52.31,100.0,30600.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.72
7.06,0.58,0.0,62.95,99.49,31500.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.72
0.0,16.56,0.0,100.0,32.29,32400.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.65
0.0,19.12,0.0,100.0,28.34,33300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.65
0.0,18.79,0.0,100.0,26.1,34200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.08
0.0,18.97,0.0,100.0,29.24,35100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.8
0.0,18.94,0.0,100.0,28.45,36000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.62
0.0,17.32,0.0,100.0,34.37,36900.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.34
0.0,18.94,0.0,100.0,27.09,37800.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.33
0.0,18.94,0.0,100.0,27.09,38700.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.33
0.0,19.08,0.0,100.0,27.23,39600.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.4
0.0,9.29,0.0,100.0,47.69,40500.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.04
0.11,6.19,0.0,99.98,64.75,41400.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.26
0.0,6.62,0.0,100.0,56.81,42300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.57
0.11,5.65,0.0,99.97,63.47,43200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.64
0.0,9.47,0.0,100.0,33.0,44100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.31
0.0,13.64,0.0,100.0,21.89,45000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.06
0.0,13.61,0.0,100.0,21.66,45900.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.02
0.0,13.64,0.0,100.0,21.89,46800.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.06
0.0,14.4,0.0,100.0,21.95,47700.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.24
0.0,18.22,0.0,100.0,26.46,48600.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
0.0,18.86,0.0,100.0,30.22,49500.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.98
0.0,18.83,0.0,100.0,33.03,50400.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.59
0.0,19.12,0.0,100.0,28.2,51300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.62
0.0,18.68,0.0,100.0,26.58,52200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.15
0.0,18.9,0.0,100.0,25.24,53100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.93
0.0,18.22,0.0,100.0,25.57,54000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.82
0.0,15.3,0.0,100.0,37.14,54900.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.12
0.0,10.48,0.0,100.0,61.81,55800.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.24
0.0,10.69,0.0,100.0,59.19,56700.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.85
0.0,10.62,0.0,100.0,59.98,57600.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.96
0.07,9.76,0.0,100.0,65.32,58500.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.42
0.0,11.41,0.0,100.0,55.79,59400.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.67
0.0,17.17,0.0,100.0,22.69,60300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0
0.0,14.33,0.0,100.0,26.2,61200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.89
0.0,15.01,0.0,100.0,26.59,62100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.14
